# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/1702.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1702.1.all.q/B_tot_2/counts.txt" "/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam
Tb927.9.5680	Tb927_09_v5.1	972884	975811	+	2928	5808
Tb927.9.5690	Tb927_09_v5.1	975973	976569	+	597	7115
Tb927.9.5700	Tb927_09_v5.1	976694	983694	+	7001	6098
Tb927.9.5710	Tb927_09_v5.1	983703	984997	+	1295	1561
Tb927.9.5730	Tb927_09_v5.1	985297	986668	+	1372	5400
Tb927.9.5770	Tb927_09_v5.1	987587	988802	+	1216	9968
Tb927.9.5800	Tb927_09_v5.1	989000	989919	+	920	2542
Tb927.9.5860	Tb927_09_v5.1	989834	991245	+	1412	8213
Tb927.9.5880	Tb927_09_v5.1;Tb927_09_v5.1	991502;991774	992996;992996	+;+	1495	2975
Tb927.9.5890	Tb927_09_v5.1	993214	994651	+	1438	3679
Tb927.9.5900	Tb927_09_v5.1	995153	999575	+	4423	6106
Tb927.9.5960	Tb927_09_v5.1	1000457	1002149	+	1693	1925
Tb927.9.6010	Tb927_09_v5.1	1002280	1004247	+	1968	3202
Tb927.9.6040	Tb927_09_v5.1	1004612	1006251	+	1640	4146
Tb927.9.6060	Tb927_09_v5.1	1006489	1008231	+	1743	2628
Tb927.9.6070	Tb927_09_v5.1	1008346	1009269	+	924	9516
Tb927.9.6090	Tb927_09_v5.1	1010113	1011594	+	1482	12326
Tb9.NT.34	Tb927_09_v5.1	1011756	1012061	+	306	3819
Tb927.9.6100	Tb927_09_v5.1	1012854	1014409	+	1556	10144
Tb927.9.6110	Tb927_09_v5.1	1014494	1017643	+	3150	2898
Tb927.9.6130	Tb927_09_v5.1	1017891	1019867	+	1977	5086
Tb927.9.6150	Tb927_09_v5.1	1019994	1022819	+	2826	2601
Tb927.9.6160	Tb927_09_v5.1	1023125	1026828	+	3704	5833
Tb927.9.6210	Tb927_09_v5.1	1026937	1028446	+	1510	12240
Tb927.9.6250	Tb927_09_v5.1	1029395	1031099	+	1705	5235
Tb927.9.6270	Tb927_09_v5.1	1031212	1033035	+	1824	1914
Tb927.9.6290	Tb927_09_v5.1	1033170	1035081	+	1912	19535
Tb927.9.6310	Tb927_09_v5.1	1035444	1039153	+	3710	5619
Tb927.9.6320	Tb927_09_v5.1	1039280	1040549	+	1270	1886
Tb927.9.6350	Tb927_09_v5.1	1040683	1041921	+	1239	2415
Tb927.9.6360	Tb927_09_v5.1	1043300	1044910	+	1611	2644
Tb927.9.6370	Tb927_09_v5.1	1045318	1047207	+	1890	2161
Tb927.9.6380	Tb927_09_v5.1	1047313	1049228	+	1916	4699
Tb927.9.6390	Tb927_09_v5.1	1049389	1050030	+	642	1163
Tb927.9.6410	Tb927_09_v5.1	1050536	1053548	+	3013	3603
Tb927.9.6420	Tb927_09_v5.1	1053670	1054616	+	947	1938
Tb927.9.6430	Tb927_09_v5.1	1054972	1058219	+	3248	3817
Tb927.9.6440	Tb927_09_v5.1	1058355	1058976	+	622	925
Tb927.9.6450	Tb927_09_v5.1	1059136	1060661	+	1526	3503
Tb927.9.6460	Tb927_09_v5.1	1061153	1066015	+	4863	9768
Tb927.9.6470	Tb927_09_v5.1	1066143	1067205	+	1063	2011
Tb927.9.6510	Tb927_09_v5.1	1068854	1072621	+	3768	4472
Tb927.9.6530	Tb927_09_v5.1	1072734	1076750	+	4017	6959
Tb927.9.6560	Tb927_09_v5.1	1076924	1080180	+	3257	5164
Tb927.9.6570	Tb927_09_v5.1	1081134	1083015	+	1882	1290
Tb927.9.6580	Tb927_09_v5.1	1084481	1086833	+	2353	1493
Tb927.9.6620	Tb927_09_v5.1	1086999	1088271	+	1273	1536
Tb927.9.6650	Tb927_09_v5.1	1088464	1090489	+	2026	2495
Tb927.9.6660	Tb927_09_v5.1	1090319	1092245	+	1927	1866
Tb927.9.6670	Tb927_09_v5.1	1092489	1100226	+	7738	5469
Tb927.9.6710	Tb927_09_v5.1	1100509	1105002	+	4494	5103
Tb927.9.6720	Tb927_09_v5.1	1105157	1106255	+	1099	2022
Tb927.9.6730	Tb927_09_v5.1	1107116	1109031	+	1916	1851
Tb927.9.6760	Tb927_09_v5.1	1111499	1112430	+	932	548
Tb927.9.6830	Tb927_09_v5.1	1113127	1124181	+	11055	1796
Tb927.9.6855	Tb927_09_v5.1	1125039	1125728	+	690	749
Tb927.9.6870	Tb927_09_v5.1	1125899	1126375	+	477	956
Tb927.9.6880	Tb927_09_v5.1	1126686	1128861	+	2176	2918
Tb927.9.6890	Tb927_09_v5.1	1129033	1129242	+	210	399
Tb927.9.6910	Tb927_09_v5.1	1130226	1130737	+	512	849
Tb927.9.6920	Tb927_09_v5.1	1130849	1132450	+	1602	3723
Tb927.9.6940	Tb927_09_v5.1	1132714	1134504	+	1791	3855
Tb927.9.6960	Tb927_09_v5.1	1134762	1135825	+	1064	650
Tb927.9.7000	Tb927_09_v5.1	1137419	1138323	+	905	2272
Tb927.9.7020	Tb927_09_v5.1	1138543	1139235	+	693	942
Tb927.9.7030	Tb927_09_v5.1	1139531	1144502	+	4972	3438
Tb927.9.7040	Tb927_09_v5.1	1144698	1146262	+	1565	2329
Tb927.9.7060	Tb927_09_v5.1	1146745	1147641	+	897	1762
Tb927.9.7070	Tb927_09_v5.1	1147839	1148845	+	1007	1239
Tb927.9.7080	Tb927_09_v5.1	1148956	1149525	+	570	1417
Tb927.9.7090	Tb927_09_v5.1	1149760	1150955	+	1196	788
Tb927.9.7100	Tb927_09_v5.1	1151251	1152781	+	1531	917
Tb927.9.7110	Tb927_09_v5.1	1153107	1155179	+	2073	7217
Tb927.9.7150	Tb927_09_v5.1	1156514	1160292	+	3779	5101
Tb927.9.7160	Tb927_09_v5.1	1160409	1161271	+	863	1597
Tb927.9.7170	Tb927_09_v5.1	1161401	1162890	+	1490	3089
Tb927.9.7180	Tb927_09_v5.1	1163234	1168367	+	5134	5565
Tb927.9.7190	Tb927_09_v5.1	1168786	1170676	+	1891	2272
Tb927.9.7200	Tb927_09_v5.1	1170800	1171800	+	1001	1470
Tb927.9.7210	Tb927_09_v5.1	1172083	1174328	+	2246	2397
Tb927.9.7230	Tb927_09_v5.1	1174691	1175323	+	633	1094
Tb927.9.7250	Tb927_09_v5.1	1175761	1176658	+	898	1031
Tb927.9.7260	Tb927_09_v5.1	1176760	1177974	+	1215	1695
Tb927.9.7270	Tb927_09_v5.1	1178431	1181554	+	3124	3640
Tb927.9.7285	Tb927_09_v5.1	1181658	1183630	+	1973	633
Tb927.9.7290	Tb927_09_v5.1	1182193	1185593	-	3401	1043
Tb927.9.7310	Tb927_09_v5.1	1187925	1189094	-	1170	70
Tb927.9.7320	Tb927_09_v5.1	1189974	1191096	-	1123	2314
Tb927.9.7330	Tb927_09_v5.1	1191257	1192692	-	1436	2656
Tb927.9.7340	Tb927_09_v5.1	1196291	1199414	-	3124	2031
Tb927.9.7350	Tb927_09_v5.1	1199829	1201798	-	1970	443
Tb927.9.7370	Tb927_09_v5.1	1205268	1206086	-	819	1349
Tb927.9.7380	Tb927_09_v5.1	1207074	1209034	-	1961	452
Tb927.9.7390	Tb927_09_v5.1	1209846	1211015	-	1170	187
Tb927.9.7400	Tb927_09_v5.1	1211895	1213017	-	1123	1703
Tb927.9.7410	Tb927_09_v5.1	1213179	1214614	-	1436	2845
Tb927.9.7420	Tb927_09_v5.1	1218339	1219130	-	792	0
Tb927.9.7430	Tb927_09_v5.1	1220150	1224064	-	3915	2357
Tb927.9.7470	Tb927_09_v5.1	1225731	1229452	-	3722	4999
Tb927.9.7480	Tb927_09_v5.1	1229581	1232260	-	2680	4370
Tb927.9.7500	Tb927_09_v5.1	1232359	1234025	-	1667	4466
Tb927.9.7520	Tb927_09_v5.1	1233879	1236274	-	2396	5753
Tb927.9.7540	Tb927_09_v5.1	1236891	1241848	-	4958	3742
Tb927.9.7550	Tb927_09_v5.1	1242702	1244537	-	1836	2090
Tb927.9.7580	Tb927_09_v5.1	1244686	1246629	-	1944	2224
Tb927.9.7590	Tb927_09_v5.1	1246805	1247501	-	697	5493
Tb927.9.7620	Tb927_09_v5.1	1248187	1248880	-	694	9021
Tb927.9.7650	Tb927_09_v5.1	1249010	1250357	-	1348	2712
Tb927.9.7670	Tb927_09_v5.1	1251064	1251807	-	744	1667
Tb927.9.7690	Tb927_09_v5.1	1253940	1260092	-	6153	5796
Tb927.9.7700	Tb927_09_v5.1	1260265	1262976	-	2712	3551
Tb927.9.7710	Tb927_09_v5.1	1263126	1263843	-	718	1207
Tb927.9.7720	Tb927_09_v5.1	1264909	1269089	-	4181	8107
Tb927.9.7740	Tb927_09_v5.1	1269278	1272061	-	2784	3699
Tb927.9.7760	Tb927_09_v5.1	1272660	1275540	-	2881	2424
Tb927.9.7770	Tb927_09_v5.1	1275598	1276738	-	1141	4723
Tb927.9.7800	Tb927_09_v5.1	1276865	1277898	-	1034	1959
Tb927.9.7810	Tb927_09_v5.1	1278010	1279149	-	1140	2412
Tb927.9.7820	Tb927_09_v5.1	1279297	1281730	-	2434	4629
Tb927.9.7830	Tb927_09_v5.1	1284934	1285750	-	817	1615
Tb927.9.7850	Tb927_09_v5.1	1294841	1296294	-	1454	153
Tb927.9.7860	Tb927_09_v5.1	1296556	1298476	-	1921	276
Tb927.9.7870	Tb927_09_v5.1	1301114	1302055	-	942	17
Tb927.9.7880	Tb927_09_v5.1	1302320	1303210	-	891	9
Tb927.9.7890	Tb927_09_v5.1	1304981	1306679	-	1699	2326
Tb927.9.7900	Tb927_09_v5.1	1306911	1307865	-	955	15
Tb927.9.7910	Tb927_09_v5.1	1308129	1309013	-	885	3
Tb927.9.7920	Tb927_09_v5.1	1310768	1312424	-	1657	961
Tb927.9.7930	Tb927_09_v5.1	1312656	1313610	-	955	35
Tb927.9.7940	Tb927_09_v5.1	1313874	1314758	-	885	4
Tb927.9.7950	Tb927_09_v5.1	1316502	1319347	-	2846	2813
Tb927.9.7960	Tb927_09_v5.1	1319592	1320491	-	900	370
Tb927.9.7980	Tb927_09_v5.1	1322257	1323536	-	1280	2414
Tb927.9.8000	Tb927_09_v5.1	1323495	1324735	-	1241	9917
Tb927.9.8030	Tb927_09_v5.1	1324858	1327309	-	2452	2272
Tb927.9.8040	Tb927_09_v5.1	1327428	1331393	-	3966	5065
Tb927.9.8050	Tb927_09_v5.1	1330627	1333325	-	2699	4606
Tb927.9.8060	Tb927_09_v5.1	1333497	1335593	-	2097	3820
Tb927.9.8070	Tb927_09_v5.1	1335803	1336524	-	722	8137
Tb927.9.8100	Tb927_09_v5.1	1336674	1337332	-	659	6216
Tb927.9.8130	Tb927_09_v5.1	1337477	1338300	-	824	5586
Tb927.9.8160	Tb927_09_v5.1	1339368	1341012	-	1645	2910
Tb927.9.8180	Tb927_09_v5.1	1341163	1344438	-	3276	6057
Tb927.9.8190	Tb927_09_v5.1	1344579	1345744	-	1166	2213
Tb927.9.8200	Tb927_09_v5.1	1345948	1348395	-	2448	2776
Tb927.9.8210	Tb927_09_v5.1	1348497	1349768	-	1272	1991
Tb927.9.8240	Tb927_09_v5.1	1349901	1352020	-	2120	1275
Tb927.9.8250	Tb927_09_v5.1	1352255	1353666	-	1412	2390
Tb927.9.8260	Tb927_09_v5.1	1354301	1355398	-	1098	2691
Tb927.9.8290	Tb927_09_v5.1	1355857	1356539	-	683	1365
Tb927.9.8320	Tb927_09_v5.1	1356690	1358196	-	1507	2163
Tb927.9.8330	Tb927_09_v5.1	1358642	1360351	-	1710	2235
Tb927.9.8350	Tb927_09_v5.1	1362358	1364524	-	2167	3570
Tb927.9.8370	Tb927_09_v5.1	1364678	1366131	-	1454	2706
Tb927.9.8380	Tb927_09_v5.1	1366245	1367409	-	1165	2519
Tb927.9.8400	Tb927_09_v5.1	1367883	1370321	-	2439	4017
Tb927.9.8410	Tb927_09_v5.1	1370468	1373184	-	2717	6844
Tb927.9.8420	Tb927_09_v5.1	1373360	1374120	-	761	8445
Tb927.9.8450	Tb927_09_v5.1	1374250	1375219	-	970	3400
Tb927.9.8490	Tb927_09_v5.1	1375331	1376774	-	1444	2492
Tb927.9.8500	Tb927_09_v5.1	1376899	1378232	-	1334	1913
Tb927.9.8510	Tb927_09_v5.1	1378347	1380812	-	2466	5584
Tb927.9.8520	Tb927_09_v5.1	1380967	1382279	-	1313	2885
Tb927.9.8540	Tb927_09_v5.1	1382911	1386163	-	3253	4216
Tb927.9.8550	Tb927_09_v5.1	1386387	1387086	-	700	1749
Tb927.9.8570	Tb927_09_v5.1	1388063	1388549	-	487	1766
Tb927.9.8580	Tb927_09_v5.1	1388661	1389242	-	582	1680
Tb927.9.8610	Tb927_09_v5.1	1389374	1392000	-	2627	4750
Tb927.9.8620	Tb927_09_v5.1	1392136	1396040	-	3905	5793
Tb927.9.8650	Tb927_09_v5.1	1396168	1397201	-	1034	1749
Tb927.9.8655	Tb927_09_v5.1	1397732	1398415	-	684	1310
Tb927.9.8670	Tb927_09_v5.1	1398553	1400933	-	2381	4408
Tb927.9.8680	Tb927_09_v5.1	1401265	1402131	-	867	1524
Tb927.9.8700	Tb927_09_v5.1	1402456	1403597	-	1142	2668
Tb927.9.8710	Tb927_09_v5.1	1403724	1404353	-	630	857
Tb927.9.8720	Tb927_09_v5.1	1404965	1406145	-	1181	4896
Tb927.9.8740	Tb927_09_v5.1	1407178	1410347	-	3170	16606
Tb927.9.8760	Tb927_09_v5.1	1411122	1418239	-	7118	3254
Tb927.9.8780	Tb927_09_v5.1	1418338	1420019	-	1682	1752
Tb927.9.8810	Tb927_09_v5.1	1420205	1420794	-	590	1228
Tb927.9.8815	Tb927_09_v5.1	1421017	1421523	-	507	1157
Tb927.9.8820	Tb927_09_v5.1	1421648	1425265	-	3618	7337
Tb927.9.8850	Tb927_09_v5.1	1425515	1426700	-	1186	4136
Tb927.9.8880	Tb927_09_v5.1	1426803	1428214	-	1412	7659
Tb927.9.8905	Tb927_09_v5.1	1429309	1431807	-	2499	2336
Tb927.9.8950	Tb927_09_v5.1	1437858	1439396	-	1539	7333
Tb927.9.8990	Tb927_09_v5.1	1440409	1441511	-	1103	2735
Tb927.9.9000	Tb927_09_v5.1	1441643	1443006	-	1364	3564
Tb927.9.9010	Tb927_09_v5.1	1443137	1445116	-	1980	3133
Tb927.9.9020	Tb927_09_v5.1	1445241	1446463	-	1223	2397
Tb927.9.9030	Tb927_09_v5.1	1446592	1448353	-	1762	3371
Tb927.9.9060	Tb927_09_v5.1	1448488	1449344	-	857	2563
Tb927.9.9080	Tb927_09_v5.1	1449469	1450621	-	1153	1453
Tb927.9.9090	Tb927_09_v5.1	1450942	1452136	-	1195	1748
Tb927.9.9100	Tb927_09_v5.1	1452678	1452981	-	304	2541
Tb927.9.9115	Tb927_09_v5.1	1453157	1453887	-	731	1068
Tb927.9.9120	Tb927_09_v5.1	1454005	1454885	-	881	1721
Tb927.9.9140	Tb927_09_v5.1	1455050	1456615	-	1566	2626
Tb927.9.9150	Tb927_09_v5.1	1456827	1458196	-	1370	1728
Tb927.9.9160	Tb927_09_v5.1	1459171	1461088	-	1918	2250
Tb927.9.9170	Tb927_09_v5.1	1461397	1462638	-	1242	1568
Tb927.9.9180	Tb927_09_v5.1	1462785	1464605	-	1821	1001
Tb927.9.9190	Tb927_09_v5.1	1464910	1467086	-	2177	3355
Tb927.9.9200	Tb927_09_v5.1	1467448	1468902	-	1455	3211
Tb927.9.9210	Tb927_09_v5.1	1469085	1469521	-	437	3879
Tb927.9.9220	Tb927_09_v5.1	1469730	1471579	-	1850	2442
Tb927.9.9230	Tb927_09_v5.1	1472027	1472637	-	611	1043
Tb927.9.9260	Tb927_09_v5.1	1472770	1473797	-	1028	2052
Tb927.9.9270	Tb927_09_v5.1	1473980	1475752	-	1773	3410
Tb927.9.9280	Tb927_09_v5.1	1476046	1477767	-	1722	3057
Tb927.9.9290	Tb927_09_v5.1	1477910	1480450	-	2541	6406
Tb927.9.9300	Tb927_09_v5.1	1480916	1484065	-	3150	3012
Tb927.9.9310	Tb927_09_v5.1	1484179	1487243	-	3065	3762
Tb927.9.9320	Tb927_09_v5.1	1488138	1490096	-	1959	3375
Tb927.9.9370	Tb927_09_v5.1	1492195	1496878	-	4684	1830
Tb927.9.9380	Tb927_09_v5.1	1497519	1498579	-	1061	2149
Tb927.9.9390	Tb927_09_v5.1	1499907	1500913	-	1007	3136
Tb927.9.9400	Tb927_09_v5.1	1502412	1503400	-	989	1146
Tb927.9.9410	Tb927_09_v5.1	1503508	1505737	-	2230	2721
Tb927.9.9420	Tb927_09_v5.1	1506093	1507040	-	948	1654
Tb927.9.9430	Tb927_09_v5.1	1507384	1508306	-	923	2307
Tb927.9.9450	Tb927_09_v5.1	1510087	1513231	-	3145	5185
Tb927.9.9520	Tb927_09_v5.1	1516102	1520647	-	4546	3307
Tb927.9.9550	Tb927_09_v5.1	1521714	1522852	-	1139	5803
Tb927.9.9580	Tb927_09_v5.1	1523138	1525840	-	2703	4659
Tb927.9.9600	Tb927_09_v5.1	1527148	1529516	-	2369	2581
Tb927.9.9610	Tb927_09_v5.1	1529867	1530264	-	398	715
Tb927.9.9620	Tb927_09_v5.1	1531465	1532551	-	1087	2841
Tb927.9.9630	Tb927_09_v5.1	1532662	1534142	-	1481	4322
Tb927.9.9640	Tb927_09_v5.1	1534621	1537627	-	3007	7564
Tb927.9.9660	Tb927_09_v5.1	1537741	1539803	-	2063	3740
Tb927.9.9670	Tb927_09_v5.1	1539949	1541243	-	1295	4530
Tb927.9.9690	Tb927_09_v5.1	1541392	1542539	-	1148	1346
Tb927.9.9700	Tb927_09_v5.1	1542640	1544184	-	1545	3243
Tb927.9.9710	Tb927_09_v5.1	1544458	1545507	-	1050	2600
Tb927.9.9720	Tb927_09_v5.1	1545611	1546499	-	889	1872
Tb927.9.9730	Tb927_09_v5.1	1547449	1548657	-	1209	2012
Tb927.9.9740	Tb927_09_v5.1	1548812	1553399	-	4588	4982
Tb927.9.9750	Tb927_09_v5.1	1553500	1554584	-	1085	1916
Tb927.9.9780	Tb927_09_v5.1	1554730	1556686	-	1957	4522
Tb927.9.9810	Tb927_09_v5.1	1556841	1557783	-	943	3174
Tb927.9.9820	Tb927_09_v5.1	1558099	1559215	-	1117	2568
Tb927.9.9840	Tb927_09_v5.1	1560599	1561222	-	624	2489
Tb927.9.9860	Tb927_09_v5.1	1562466	1564642	-	2177	13750
Tb927.9.9870	Tb927_09_v5.1	1565175	1566700	-	1526	2227
Tb927.9.9940	Tb927_09_v5.1	1572110	1573707	-	1598	3400
Tb927.9.9950	Tb927_09_v5.1	1574096	1575674	-	1579	2989
Tb927.9.9960	Tb927_09_v5.1	1576405	1578039	-	1635	2004
Tb927.9.9970	Tb927_09_v5.1	1578266	1580073	-	1808	2416
Tb927.9.9990	Tb927_09_v5.1	1581100	1582174	-	1075	2173
Tb927.9.10000	Tb927_09_v5.1	1582329	1582905	-	577	1208
Tb927.9.10010	Tb927_09_v5.1	1583229	1585244	-	2016	7032
Tb927.9.10040	Tb927_09_v5.1	1585717	1586537	-	821	1423
Tb927.9.10050	Tb927_09_v5.1	1586676	1588133	-	1458	2066
Tb927.9.10060	Tb927_09_v5.1	1588366	1589064	-	699	1282
Tb927.9.10070	Tb927_09_v5.1	1590135	1591029	-	895	1628
Tb927.9.10080	Tb927_09_v5.1	1591174	1592420	-	1247	1442
Tb927.9.10100	Tb927_09_v5.1	1592538	1597876	-	5339	5827
Tb927.9.10140	Tb927_09_v5.1	1598374	1600847	-	2474	3573
Tb927.9.10150	Tb927_09_v5.1	1601242	1603114	-	1873	2845
Tb927.9.10160	Tb927_09_v5.1	1603419	1604129	-	711	1079
Tb927.9.10170	Tb927_09_v5.1	1604247	1604908	-	662	853
Tb927.9.10190	Tb927_09_v5.1	1605552	1607579	-	2028	3163
Tb927.9.10200	Tb927_09_v5.1	1607877	1608478	-	602	1558
Tb927.9.10230	Tb927_09_v5.1	1608693	1609882	-	1190	11028
Tb927.9.10250	Tb927_09_v5.1	1610120	1611036	-	917	1365
Tb927.9.10280	Tb927_09_v5.1	1612967	1617499	-	4533	4838
Tb927.9.10300	Tb927_09_v5.1	1617620	1618661	-	1042	1409
Tb927.9.10310	Tb927_09_v5.1	1619548	1620770	-	1223	3888
Tb927.9.10340	Tb927_09_v5.1	1621876	1623382	-	1507	1616
Tb927.9.10350	Tb927_09_v5.1	1624766	1625536	-	771	1475
Tb927.9.10360	Tb927_09_v5.1	1625673	1626690	-	1018	1280
Tb927.9.10370	Tb927_09_v5.1	1627096	1628191	-	1096	1826
Tb927.9.10400	Tb927_09_v5.1	1628825	1630370	-	1546	3732
Tb927.9.10430	Tb927_09_v5.1	1630524	1631147	-	624	1173
Tb927.9.10440	Tb927_09_v5.1	1631439	1638168	-	6730	7203
Tb927.9.10450	Tb927_09_v5.1	1638392	1642957	-	4566	5249
Tb927.9.10470	Tb927_09_v5.1	1643058	1644627	-	1570	2721
Tb927.9.10490	Tb927_09_v5.1	1645182	1646993	-	1812	3095
Tb927.9.10500	Tb927_09_v5.1	1647431	1649145	-	1715	2274
Tb927.9.10510	Tb927_09_v5.1	1649709	1650131	-	423	406
Tb927.9.10520	Tb927_09_v5.1	1650252	1651681	-	1430	1690
Tb927.9.10530	Tb927_09_v5.1	1651820	1656628	-	4809	4369
Tb927.9.10550	Tb927_09_v5.1	1657821	1660192	-	2372	2157
Tb927.9.10560	Tb927_09_v5.1	1660353	1662085	-	1733	2620
Tb927.9.10570	Tb927_09_v5.1	1662211	1663839	-	1629	5206
Tb927.9.10580	Tb927_09_v5.1	1663986	1665258	-	1273	2311
Tb927.9.10630	Tb927_09_v5.1	1667957	1669609	-	1653	1977
Tb927.9.10640	Tb927_09_v5.1	1670221	1672986	-	2766	2936
Tb927_09_v4.snoRNA.0081	Tb927_09_v5.1	1673262	1673294	-	33	118
Tb927_09_v4.snoRNA.0065	Tb927_09_v5.1	1673514	1673549	-	36	66
Tb927_09_v4.snoRNA.0073	Tb927_09_v5.1	1673782	1673808	-	27	48
Tb927_09_v4.snoRNA.0057	Tb927_09_v5.1	1673874	1673939	-	66	49
Tb927_09_v4.snoRNA.0010	Tb927_09_v5.1	1674007	1674102	-	96	6
Tb927_09_v4.snoRNA.0036	Tb927_09_v5.1	1674229	1674273	-	45	25
Tb927_09_v4.snoRNA.0023	Tb927_09_v5.1	1674291	1674446	-	156	19
Tb927_09_v4.snoRNA.0114	Tb927_09_v5.1	1674291	1674575	-	285	23
Tb927_09_v4.snoRNA.0100	Tb927_09_v5.1	1674833	1674859	-	27	35
Tb927_09_v4.snoRNA.0082	Tb927_09_v5.1	1675002	1675034	-	33	51
Tb927_09_v4.snoRNA.0066	Tb927_09_v5.1	1675254	1675289	-	36	85
Tb927_09_v4.snoRNA.0074	Tb927_09_v5.1	1675519	1675545	-	27	91
Tb927_09_v4.snoRNA.0058	Tb927_09_v5.1	1675611	1675676	-	66	100
Tb927_09_v4.snoRNA.0011	Tb927_09_v5.1	1675744	1675839	-	96	11
Tb927_09_v4.snoRNA.0037	Tb927_09_v5.1	1675966	1676010	-	45	36
Tb927_09_v4.snoRNA.0024	Tb927_09_v5.1	1676028	1676183	-	156	44
Tb927_09_v4.snoRNA.0108	Tb927_09_v5.1	1676028	1676312	-	285	63
Tb927_09_v4.snoRNA.0101	Tb927_09_v5.1	1676580	1676606	-	27	28
Tb927_09_v4.snoRNA.0083	Tb927_09_v5.1	1676751	1676783	-	33	60
Tb927_09_v4.snoRNA.0067	Tb927_09_v5.1	1677003	1677038	-	36	47
Tb927_09_v4.snoRNA.0075	Tb927_09_v5.1	1677271	1677297	-	27	50
Tb927_09_v4.snoRNA.0059	Tb927_09_v5.1	1677363	1677428	-	66	53
Tb927_09_v4.snoRNA.0012	Tb927_09_v5.1	1677496	1677591	-	96	10
Tb927_09_v4.snoRNA.0038	Tb927_09_v5.1	1677718	1677762	-	45	19
Tb927_09_v4.snoRNA.0025	Tb927_09_v5.1	1677780	1677935	-	156	21
Tb927_09_v4.snoRNA.0109	Tb927_09_v5.1	1677780	1678064	-	285	32
Tb927_09_v4.snoRNA.0102	Tb927_09_v5.1	1678324	1678416	-	93	48
Tb927_09_v4.snoRNA.0084	Tb927_09_v5.1	1678497	1678529	-	33	37
Tb927_09_v4.snoRNA.0068	Tb927_09_v5.1	1678749	1678784	-	36	43
Tb927_09_v4.snoRNA.0076	Tb927_09_v5.1	1679013	1679039	-	27	10
Tb927_09_v4.snoRNA.0060	Tb927_09_v5.1	1679105	1679170	-	66	8
Tb927_09_v4.snoRNA.0016	Tb927_09_v5.1	1679238	1679333	-	96	1
Tb927_09_v4.snoRNA.0039	Tb927_09_v5.1	1679460	1679504	-	45	23
Tb927_09_v4.snoRNA.0026	Tb927_09_v5.1	1679522	1679677	-	156	34
Tb927_09_v4.snoRNA.0110	Tb927_09_v5.1	1679522	1679806	-	285	50
Tb927_09_v4.snoRNA.0103	Tb927_09_v5.1	1680074	1680100	-	27	33
Tb927_09_v4.snoRNA.0085	Tb927_09_v5.1	1680243	1680275	-	33	28
Tb927_09_v4.snoRNA.0069	Tb927_09_v5.1	1680495	1680530	-	36	33
Tb927_09_v4.snoRNA.0077	Tb927_09_v5.1	1680763	1680789	-	27	43
Tb927_09_v4.snoRNA.0061	Tb927_09_v5.1	1680855	1680920	-	66	43
Tb927_09_v4.snoRNA.0013	Tb927_09_v5.1	1680988	1681083	-	96	12
Tb927_09_v4.snoRNA.0040	Tb927_09_v5.1	1681210	1681254	-	45	116
Tb927_09_v4.snoRNA.0027	Tb927_09_v5.1	1681272	1681427	-	156	291
Tb927_09_v4.snoRNA.0111	Tb927_09_v5.1	1681272	1681556	-	285	328
Tb927_09_v4.snoRNA.0104	Tb927_09_v5.1	1681814	1681840	-	27	36
Tb927_09_v4.snoRNA.0086	Tb927_09_v5.1	1681983	1682015	-	33	38
Tb927_09_v4.snoRNA.0070	Tb927_09_v5.1	1682235	1682270	-	36	47
Tb927_09_v4.snoRNA.0078	Tb927_09_v5.1	1682499	1682525	-	27	62
Tb927_09_v4.snoRNA.0062	Tb927_09_v5.1	1682591	1682656	-	66	59
Tb927_09_v4.snoRNA.0014	Tb927_09_v5.1	1682724	1682819	-	96	7
Tb927_09_v4.snoRNA.0041	Tb927_09_v5.1	1682946	1682990	-	45	32
Tb927_09_v4.snoRNA.0028	Tb927_09_v5.1	1683008	1683163	-	156	42
Tb927_09_v4.snoRNA.0112	Tb927_09_v5.1	1683008	1683292	-	285	62
Tb927_09_v4.snoRNA.0105	Tb927_09_v5.1	1683562	1683654	-	93	60
Tb927_09_v4.snoRNA.0087	Tb927_09_v5.1	1683806	1683841	-	36	54
Tb927_09_v4.snoRNA.0071	Tb927_09_v5.1	1683965	1684201	-	237	80
Tb927_09_v4.snoRNA.0079	Tb927_09_v5.1	1684347	1684355	-	9	44
Tb927_09_v4.snoRNA.0063	Tb927_09_v5.1	1684382	1684459	-	78	41
Tb927_09_v4.snoRNA.0015	Tb927_09_v5.1	1684497	1684631	-	135	11
Tb927_09_v4.snoRNA.0042	Tb927_09_v5.1	1684739	1684813	-	75	28
Tb927_09_v4.snoRNA.0029	Tb927_09_v5.1	1684764	1684919	-	156	24
Tb927_09_v4.snoRNA.0113	Tb927_09_v5.1	1685087	1685272	-	186	105
Tb927_09_v4.snoRNA.0106	Tb927_09_v5.1	1685316	1685393	-	78	66
Tb927_09_v4.snoRNA.0088	Tb927_09_v5.1	1685546	1685581	-	36	54
