# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/1762.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1762.1.all.q/B_sub_3/counts_CDS.txt" "/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam
Tb927.4.5710	Tb927_04_v5.1	1568308	1570071	-	1764	0
Tb927.4.5720	Tb927_04_v5.1	1571710	1573164	-	1455	0
Tb927.4.5730	Tb927_04_v5.1;Tb927_04_v5.1;Tb927_04_v5.1	1575006;1575227;1575303	1575224;1575301;1576577	-;-;-	1569	0
Tb927.4.5740	Tb927_04_v5.1	1578378	1579793	-	1416	2
Tb927.4.5750	Tb927_04_v5.1	1580959	1581333	-	375	8
Tb927.4.5760	Tb927_04_v5.1	1582391	1583995	-	1605	0
Tb927.4.5770	Tb927_04_v5.1	1584196	1585161	-	966	4
Tb927.4.5780	Tb927_04_v5.1	1585927	1587516	-	1590	0
Tb927.4.5790	Tb927_04_v5.1	1587750	1588619	-	870	3
Tb927.4.5800	Tb927_04_v5.1	1589863	1590261	-	399	0
Tb927.5.100	Tb927_05_v5.1	965	1813	-	849	0
Tb927.5.110	Tb927_05_v5.1	2864	3892	-	1029	20
Tb927.5.120	Tb927_05_v5.1	12220	12993	-	774	658
Tb927.5.130	Tb927_05_v5.1	14812	15837	-	1026	779
Tb927.5.140	Tb927_05_v5.1	17942	18610	+	669	423
Tb927.5.150	Tb927_05_v5.1	25865	26680	+	816	1035
Tb927.5.160	Tb927_05_v5.1	29811	30332	+	522	139
Tb927.5.170	Tb927_05_v5.1	31668	32084	-	417	192
Tb927.5.180	Tb927_05_v5.1	36196	37755	+	1560	0
Tb927.5.190	Tb927_05_v5.1	39520	40953	+	1434	0
Tb927.5.200	Tb927_05_v5.1	42813	44294	+	1482	0
Tb927.5.210	Tb927_05_v5.1	45070	46062	+	993	3
Tb927.5.220	Tb927_05_v5.1	46534	48165	+	1632	0
Tb927.5.230	Tb927_05_v5.1	50401	51924	+	1524	0
Tb927.5.240	Tb927_05_v5.1	53876	55321	+	1446	1
Tb927.5.250	Tb927_05_v5.1	56453	56635	+	183	0
Tb927.5.260	Tb927_05_v5.1	57471	58538	+	1068	1
Tb927.5.270	Tb927_05_v5.1	58707	59810	+	1104	0
Tb927.5.280	Tb927_05_v5.1	65071	65901	-	831	42
Tb927.5.290	Tb927_05_v5.1	68504	69565	+	1062	288
Tb927.5.300	Tb927_05_v5.1	72589	73551	-	963	2123
Tb927.5.310	Tb927_05_v5.1	76126	77349	-	1224	703
Tb927.5.285b	Tb927_05_v5.1	79856	83566	-	3711	172
Tb927.5.286b	Tb927_05_v5.1	87259	88650	-	1392	1141
Tb927.5.287b	Tb927_05_v5.1	92029	93411	-	1383	287
Tb927.5.288b	Tb927_05_v5.1	94008	94751	-	744	1588
Tb927.5.289b	Tb927_05_v5.1	102825	103496	-	672	260
Tb927.5.291b	Tb927_05_v5.1	105030	106031	+	1002	472
Tb927.5.292b	Tb927_05_v5.1	107167	107907	+	741	1046
Tb927.5.293b	Tb927_05_v5.1	111803	112684	+	882	652
Tb927.5.294b	Tb927_05_v5.1	114232	114693	-	462	620
Tb927.5.295b	Tb927_05_v5.1	117624	120113	+	2490	2624
Tb927.5.296b	Tb927_05_v5.1	121427	121891	+	465	155
Tb927.5.297b	Tb927_05_v5.1	123010	123693	+	684	154
Tb927.5.300b	Tb927_05_v5.1	129673	130635	-	963	1533
Tb927.5.309b	Tb927_05_v5.1	133270	134451	-	1182	1131
Tb927.5.320	Tb927_05_v5.1	136952	140662	-	3711	241
Tb927.5.330	Tb927_05_v5.1	142360	145983	-	3624	252
Tb927.5.340	Tb927_05_v5.1	154748	156211	+	1464	589
Tb927.5.350	Tb927_05_v5.1	161570	163138	-	1569	846
Tb927.5.360	Tb927_05_v5.1	163729	165300	-	1572	3236
Tb927.5.370	Tb927_05_v5.1	165897	167468	-	1572	963
Tb927.5.380	Tb927_05_v5.1	167998	169656	-	1659	0
Tb927.5.390	Tb927_05_v5.1	178519	180087	+	1569	1491
Tb927.5.400	Tb927_05_v5.1	180678	182246	+	1569	871
Tb927.5.410	Tb927_05_v5.1	186374	187555	-	1182	1297
Tb927.5.420	Tb927_05_v5.1	188121	189242	-	1122	1186
Tb927.5.430	Tb927_05_v5.1	190259	191392	-	1134	445
Tb927.5.440	Tb927_05_v5.1	192058	194385	-	2328	856
Tb927.5.450	Tb927_05_v5.1	196546	198036	-	1491	3061
Tb927.5.460	Tb927_05_v5.1	199517	199849	-	333	727
Tb927.5.470	Tb927_05_v5.1	202517	204160	-	1644	303
Tb927.5.480	Tb927_05_v5.1	206946	207713	-	768	271
Tb927.5.490	Tb927_05_v5.1	208738	211515	-	2778	265
Tb927.5.500	Tb927_05_v5.1	212919	217130	-	4212	373
Tb927.5.510	Tb927_05_v5.1	219185	219568	-	384	588
Tb927.5.520	Tb927_05_v5.1	222028	223623	-	1596	980
Tb927.5.530	Tb927_05_v5.1	224348	226333	-	1986	1578
Tb927.5.540	Tb927_05_v5.1	226524	227138	-	615	651
Tb927.5.550	Tb927_05_v5.1	228316	229467	-	1152	722
Tb927.5.560	Tb927_05_v5.1	230010	231491	-	1482	3548
Tb927.5.570	Tb927_05_v5.1	232750	239133	-	6384	1284
Tb927.5.580	Tb927_05_v5.1	239386	239793	-	408	3530
Tb927.5.590	Tb927_05_v5.1	240200	241411	-	1212	3381
Tb927.5.600	Tb927_05_v5.1	241603	241986	-	384	4495
Tb927.5.610	Tb927_05_v5.1	260524	261810	-	1287	3033
Tb927.5.620	Tb927_05_v5.1	263700	264965	-	1266	2769
Tb927.5.630	Tb927_05_v5.1	266270	267475	-	1206	5219
Tb927.5.640	Tb927_05_v5.1	276065	278515	+	2451	2045
Tb927.5.650	Tb927_05_v5.1	280740	284585	+	3846	306
Tb927.5.660	Tb927_05_v5.1;Tb927_05_v5.1	286897;287164	288369;288369	+;+	1473	2342
Tb05.30F7.410	Tb927_05_v5.1	292578	293087	-	510	8
Tb927.5.670	Tb927_05_v5.1	295064	297952	+	2889	2078
Tb927.5.680	Tb927_05_v5.1;Tb927_05_v5.1	298168;299389	299925;299925	+;+	1758	2588
Tb927.5.690	Tb927_05_v5.1	300302	300757	+	456	774
Tb927.5.700	Tb927_05_v5.1	302669	304732	+	2064	2501
Tb927.5.710	Tb927_05_v5.1	305950	308847	+	2898	1015
Tb927.5.720	Tb927_05_v5.1	309425	310150	+	726	1977
Tb927.5.730	Tb927_05_v5.1	310557	311261	+	705	1318
Tb927.5.740	Tb927_05_v5.1	312262	312891	+	630	1120
Tb927.5.750	Tb927_05_v5.1	313451	314104	+	654	2252
Tb927.5.760	Tb927_05_v5.1	314952	317174	+	2223	372
Tb927.5.770	Tb927_05_v5.1	320711	322891	+	2181	1493
Tb927.5.780	Tb927_05_v5.1	323439	325001	+	1563	1834
Tb927.5.790	Tb927_05_v5.1	326394	327386	+	993	754
Tb927.5.800	Tb927_05_v5.1	329485	330483	+	999	501
Tb927.5.810	Tb927_05_v5.1	335109	336203	+	1095	2538
Tb927.5.820	Tb927_05_v5.1	340069	341103	+	1035	1235
Tb927.5.830	Tb927_05_v5.1	341994	343784	+	1791	1133
Tb927.5.840	Tb927_05_v5.1	344871	347855	+	2985	3179
Tb927.5.850	Tb927_05_v5.1	348360	349535	+	1176	834
Tb927.5.860	Tb927_05_v5.1	351334	352113	+	780	1268
Tb927.5.890	Tb927_05_v5.1	354179	356584	+	2406	1061
Tb927.5.900	Tb927_05_v5.1	357479	359944	+	2466	536
Tb927.5.910	Tb927_05_v5.1	360779	363244	+	2466	561
Tb927.5.920	Tb927_05_v5.1	364426	365775	+	1350	3493
Tb927.5.930	Tb927_05_v5.1	366462	369890	+	3429	459
Tb927.5.940	Tb927_05_v5.1	371430	373865	+	2436	699
Tb927.5.950	Tb927_05_v5.1	378044	378712	+	669	1810
Tb927.5.960	Tb927_05_v5.1	380194	381201	+	1008	2354
Tb927.5.970	Tb927_05_v5.1	381318	381890	+	573	5391
Tb927.5.980	Tb927_05_v5.1	382114	383031	+	918	3248
Tb927.5.990	Tb927_05_v5.1	383474	384064	+	591	858
Tb927.5.1000	Tb927_05_v5.1	385346	385792	+	447	3211
Tb927.5.1010	Tb927_05_v5.1	387694	391641	+	3948	703
Tb927.5.1020	Tb927_05_v5.1	392488	394257	+	1770	1044
Tb927.5.1030	Tb927_05_v5.1	394846	395367	+	522	2540
Tb927.5.1040	Tb927_05_v5.1	395825	396418	+	594	747
Tb927.5.1050	Tb927_05_v5.1	397315	398127	+	813	914
Tb927.5.1060	Tb927_05_v5.1	400444	401913	+	1470	766
Tb927.5.1070	Tb927_05_v5.1	403339	406086	+	2748	838
Tb927.5.1080	Tb927_05_v5.1	408066	408779	+	714	1077
Tb927.5.1090	Tb927_05_v5.1	409713	412112	+	2400	1323
Tb927.5.1100	Tb927_05_v5.1	415484	417451	+	1968	859
Tb927.5.1110	Tb927_05_v5.1	419367	420149	+	783	4046
Tb927.5.1120	Tb927_05_v5.1	422509	440697	+	18189	91
Tb927.5.1130	Tb927_05_v5.1	441341	442279	+	939	548
Tb927.5.1140	Tb927_05_v5.1	445215	447101	+	1887	1378
Tb927.5.1145	Tb927_05_v5.1	449076	449216	+	141	985
Tb927.5.1150	Tb927_05_v5.1	450192	452360	+	2169	2227
Tb927.5.1160	Tb927_05_v5.1	452897	453583	+	687	1191
Tb927.5.1170	Tb927_05_v5.1	455492	455956	+	465	2385
Tb927.5.1180	Tb927_05_v5.1	456349	458937	+	2589	1982
Tb927.5.1200	Tb927_05_v5.1	460503	461432	+	930	2467
Tb927.5.1210	Tb927_05_v5.1	462078	463013	+	936	1132
Tb927.5.1220	Tb927_05_v5.1	464337	464903	+	567	1485
Tb927.5.1230	Tb927_05_v5.1	465845	467296	+	1452	2578
Tb927.5.1240	Tb927_05_v5.1	468272	469330	+	1059	2870
Tb927.5.1250	Tb927_05_v5.1	469905	471635	+	1731	1267
Tb927.5.1260	Tb927_05_v5.1	472412	474133	+	1722	150
Tb927.5.1270	Tb927_05_v5.1	476791	477438	+	648	2855
Tb927.5.1280	Tb927_05_v5.1	478015	478788	+	774	1902
Tb927.5.1290	Tb927_05_v5.1	479363	480781	+	1419	1308
Tb927.5.1300	Tb927_05_v5.1	481692	484043	+	2352	1161
Tb927.5.1310	Tb927_05_v5.1	484929	486044	+	1116	639
Tb927.5.1320	Tb927_05_v5.1	487419	489872	+	2454	3013
Tb927.5.1330	Tb927_05_v5.1	490397	493354	+	2958	686
Tb927.5.1340	Tb927_05_v5.1	493694	496156	+	2463	949
Tb927.5.1350	Tb927_05_v5.1	497076	498086	+	1011	1669
Tb927.5.1360	Tb927_05_v5.1	498441	498902	+	462	1439
Tb927.5.1370	Tb927_05_v5.1	499899	500612	+	714	1124
Tb927.5.1380	Tb927_05_v5.1	501134	501991	+	858	1232
Tb927.5.1390	Tb927_05_v5.1	505659	506963	-	1305	4713
Tb927.5.1400	Tb927_05_v5.1	507402	507926	-	525	5789
Tb927.5.1410	Tb927_05_v5.1	508589	509896	-	1308	7177
Tb927.5.1420	Tb927_05_v5.1	510341	510865	-	525	10677
Tb927.5.1430	Tb927_05_v5.1	511528	512832	-	1305	4524
Tb927.5.1440	Tb927_05_v5.1	513285	514193	-	909	4956
Tb927.5.1450	Tb927_05_v5.1	516479	520228	-	3750	1421
Tb927.5.1460	Tb927_05_v5.1	521597	522577	-	981	1864
Tb927.5.1470	Tb927_05_v5.1	524019	524903	-	885	2039
Tb927.5.1480	Tb927_05_v5.1	526913	527395	-	483	34
Tb927.5.1490	Tb927_05_v5.1	528123	531479	-	3357	93
Tb927.5.1500	Tb927_05_v5.1;Tb927_05_v5.1	532395;532395	533942;534026	-;-	1632	1237
Tb927.5.1510	Tb927_05_v5.1	534918	535856	-	939	3538
Tb927.5.1520	Tb927_05_v5.1	537354	538781	-	1428	1408
Tb927.5.1530	Tb927_05_v5.1	539329	540945	-	1617	2201
Tb927.5.1540	Tb927_05_v5.1	541235	543442	-	2208	1308
Tb927.5.1550	Tb927_05_v5.1	544758	545690	-	933	897
Tb927.5.1560	Tb927_05_v5.1	546198	548459	-	2262	1450
Tb927.5.1570	Tb927_05_v5.1	551550	552053	-	504	762
Tb927.5.1580	Tb927_05_v5.1	553736	555436	-	1701	913
Tb927.5.1590	Tb927_05_v5.1	562307	563071	+	765	1771
Tb927.5.1600	Tb927_05_v5.1	565001	566857	+	1857	990
Tb927.5.1610	Tb927_05_v5.1	568173	568841	+	669	18009
Tb927.5.1620	Tb927_05_v5.1	569326	570084	+	759	4099
Tb927.5.1630	Tb927_05_v5.1	570736	571215	+	480	4675
Tb927.5.1640	Tb927_05_v5.1	571776	573767	+	1992	1883
Tb927.5.1650	Tb927_05_v5.1	574865	576916	+	2052	764
Tb927.5.1660	Tb927_05_v5.1	581381	582658	+	1278	4150
Tb927.5.1670	Tb927_05_v5.1	584186	585232	+	1047	2399
Tb927.5.1680	Tb927_05_v5.1	586032	591287	+	5256	1263
Tb927.5.1690	Tb927_05_v5.1	592160	593548	+	1389	1689
Tb927.5.1700	Tb927_05_v5.1	594919	595686	+	768	512
Tb927.5.1710	Tb927_05_v5.1	597962	598528	+	567	2237
Tb927.5.1720	Tb927_05_v5.1	600108	601997	+	1890	4836
Tb927.5.1730	Tb927_05_v5.1	602593	603090	+	498	1793
Tb927.5.1740	Tb927_05_v5.1	603407	603862	+	456	2014
Tb927.5.1750	Tb927_05_v5.1	604429	605925	+	1497	1676
Tb927.5.1760	Tb927_05_v5.1	606548	608533	+	1986	314
Tb927.5.1770	Tb927_05_v5.1	609995	612097	+	2103	1222
Tb927.5.1780	Tb927_05_v5.1	612455	613858	+	1404	4131
Tb927.5.1790	Tb927_05_v5.1	615053	616948	+	1896	6282
Tb927.5.1800	Tb927_05_v5.1	617393	617764	+	372	8193
Tb927.5.1810	Tb927_05_v5.1	618123	620102	+	1980	3858
Tb927.5.1820	Tb927_05_v5.1	621061	621384	+	324	16769
Tb927.5.1830	Tb927_05_v5.1	622193	624178	+	1986	2735
Tb927.5.1840	Tb927_05_v5.1	625137	625598	+	462	3084
Tb927.5.1850	Tb927_05_v5.1	627016	634890	+	7875	2138
Tb927.5.1860	Tb927_05_v5.1	635624	637153	+	1530	2584
Tb927.5.1870	Tb927_05_v5.1	637462	640125	+	2664	2037
Tb927.5.1880	Tb927_05_v5.1	640600	641064	+	465	3346
Tb927.5.1890	Tb927_05_v5.1	641936	644941	+	3006	1021
Tb927.5.1900	Tb927_05_v5.1	646339	648171	+	1833	4267
Tb927.5.1910	Tb927_05_v5.1	649050	652553	+	3504	2089
Tb927.5.1920	Tb927_05_v5.1	653103	655001	+	1899	3743
Tb927.5.1930	Tb927_05_v5.1	655448	656095	+	648	4327
Tb927.5.1940	Tb927_05_v5.1	656966	657541	+	576	2458
Tb927.5.1950	Tb927_05_v5.1	659005	660840	+	1836	415
Tb927.5.1960	Tb927_05_v5.1	662995	664137	+	1143	4473
Tb927.5.1970	Tb927_05_v5.1	664939	665766	+	828	387
Tb927.5.1980	Tb927_05_v5.1	668502	670451	+	1950	1428
Tb927.5.1990	Tb927_05_v5.1;Tb927_05_v5.1	672896;673106	673900;673900	+;+	1005	673
Tb927.5.2000	Tb927_05_v5.1	678171	679256	+	1086	138
Tb927.5.2010	Tb927_05_v5.1	686004	686582	+	579	725
Tb927.5.2020	Tb927_05_v5.1	698592	701201	-	2610	340
Tb927.5.2030	Tb927_05_v5.1	702561	703775	-	1215	1718
Tb927.5.2040	Tb927_05_v5.1	704905	705885	-	981	1915
Tb927.5.2050	Tb927_05_v5.1	706276	707382	-	1107	2173
Tb927.5.2060	Tb927_05_v5.1	707746	709929	-	2184	1912
Tb927.5.2070	Tb927_05_v5.1	710384	712288	-	1905	2600
Tb927.5.2080	Tb927_05_v5.1	713439	714914	-	1476	2263
Tb927.5.2090	Tb927_05_v5.1	716710	719976	-	3267	1475
Tb927.5.2100	Tb927_05_v5.1	720529	721926	-	1398	8233
Tb927.5.2110	Tb927_05_v5.1	722302	722850	-	549	5699
Tb927.5.2120	Tb927_05_v5.1	725953	727008	-	1056	509
Tb927.5.2130	Tb927_05_v5.1	728937	730502	-	1566	1915
Tb927.5.2140	Tb927_05_v5.1	732077	734605	-	2529	957
Tb927.5.2150	Tb927_05_v5.1	735600	737189	-	1590	1919
Tb927.5.2160	Tb927_05_v5.1	747952	748302	+	351	2176
Tb927.5.2170	Tb927_05_v5.1	749429	749779	+	351	2396
Tb927.5.2180	Tb927_05_v5.1	750206	751636	+	1431	652
Tb927.5.2190	Tb927_05_v5.1	751885	753225	+	1341	1148
Tb927.5.2200	Tb927_05_v5.1	753611	753961	+	351	819
Tb927.5.2210	Tb927_05_v5.1	754388	755818	+	1431	677
Tb927.5.2220	Tb927_05_v5.1	756067	757407	+	1341	1093
Tb927.5.2230	Tb927_05_v5.1	757793	758143	+	351	813
Tb927.5.2240	Tb927_05_v5.1	758570	760000	+	1431	666
Tb927.5.2250	Tb927_05_v5.1	760249	761589	+	1341	1064
Tb927.5.2260	Tb927_05_v5.1	761975	762325	+	351	2825
Tb927.5.2270	Tb927_05_v5.1	762850	764286	+	1437	2459
Tb927.5.2280	Tb927_05_v5.1	764658	765962	+	1305	3645
Tb927.5.2290	Tb927_05_v5.1	766450	773163	+	6714	1223
Tb927.5.2300	Tb927_05_v5.1	774221	777052	+	2832	793
Tb927.5.2310	Tb927_05_v5.1	778438	780573	+	2136	1493
Tb927.5.2320	Tb927_05_v5.1	781961	784171	+	2211	2160
Tb927.5.2325	Tb927_05_v5.1	785438	785659	+	222	1295
Tb927.5.2330	Tb927_05_v5.1	786941	800194	+	13254	709
Tb927.5.2340	Tb927_05_v5.1	800761	802398	+	1638	1295
Tb927.5.2350	Tb927_05_v5.1	803308	804810	+	1503	711
Tb927.5.2360	Tb927_05_v5.1	806103	808364	+	2262	44
Tb927.5.2370	Tb927_05_v5.1	812002	813207	+	1206	2216
Tb927.5.2380	Tb927_05_v5.1	813808	814746	+	939	1693
Tb927.5.2390	Tb927_05_v5.1	815287	816315	+	1029	522
Tb927.5.2400	Tb927_05_v5.1	818858	821818	+	2961	481
Tb927.5.2410	Tb927_05_v5.1	825029	829048	+	4020	2082
Tb927.5.2420	Tb927_05_v5.1	830494	833301	+	2808	1882
Tb927.5.2430	Tb927_05_v5.1	834123	835694	+	1572	4211
Tb927.5.2440	Tb927_05_v5.1	837063	840596	+	3534	600
Tb927.5.2450	Tb927_05_v5.1	842997	846107	+	3111	1472
Tb927.5.2460	Tb927_05_v5.1	846828	848306	+	1479	2936
Tb927.5.2470	Tb927_05_v5.1	848767	850167	+	1401	716
Tb927.5.2480	Tb927_05_v5.1	851926	852960	+	1035	156
Tb927.5.2490	Tb927_05_v5.1	857260	859158	+	1899	790
Tb927.5.2500	Tb927_05_v5.1	860650	862737	+	2088	1146
Tb927.5.2510	Tb927_05_v5.1	865402	869601	+	4200	1192
Tb927.5.2520	Tb927_05_v5.1	870438	873182	+	2745	1484
Tb927.5.2530	Tb927_05_v5.1	874561	877680	+	3120	1597
Tb927.5.2540	Tb927_05_v5.1	878309	879541	+	1233	567
Tb927.5.2550	Tb927_05_v5.1	880104	881072	+	969	1173
Tb927.5.2560	Tb927_05_v5.1	881629	881850	+	222	1469
Tb927.5.2570	Tb927_05_v5.1	882648	884738	+	2091	825
Tb927.5.2580	Tb927_05_v5.1	885706	886593	+	888	1581
Tb927.5.2590	Tb927_05_v5.1	887891	888688	+	798	1675
Tb927.5.2600	Tb927_05_v5.1	889015	891807	+	2793	1158
Tb927.5.2610	Tb927_05_v5.1	892427	893344	+	918	936
Tb927.5.2620	Tb927_05_v5.1	894723	896081	+	1359	99
Tb927.5.2630	Tb927_05_v5.1	901105	901824	+	720	1432
Tb927.5.2640	Tb927_05_v5.1	902326	903159	+	834	1015
Tb927.5.2650	Tb927_05_v5.1	903656	905218	+	1563	1369
Tb927.5.2660	Tb927_05_v5.1	905756	908338	+	2583	4706
Tb927.5.2670	Tb927_05_v5.1	908859	909242	+	384	1705
Tb927.5.2680	Tb927_05_v5.1	909611	911866	+	2256	1456
Tb927.5.2690	Tb927_05_v5.1	912476	913327	+	852	2486
Tb927.5.2700	Tb927_05_v5.1	913728	914534	+	807	2835
Tb927.5.2710	Tb927_05_v5.1	915253	918027	+	2775	1980
Tb927.5.2720	Tb927_05_v5.1	918536	919951	+	1416	2273
Tb927.5.2730	Tb927_05_v5.1	920921	921724	+	804	2374
Tb927.5.2740	Tb927_05_v5.1	922618	924057	+	1440	1674
Tb927.5.2750	Tb927_05_v5.1	925063	926343	+	1281	857
Tb927.5.2760	Tb927_05_v5.1	927706	928860	+	1155	992
Tb927.5.2770	Tb927_05_v5.1	933722	934945	-	1224	4351
Tb927.5.2780	Tb927_05_v5.1	936552	937775	-	1224	1060
Tb927.5.2790	Tb927_05_v5.1	939446	941887	-	2442	1010
Tb927.5.2800	Tb927_05_v5.1	942615	945869	-	3255	1090
Tb927.5.2810	Tb927_05_v5.1	946381	946914	-	534	3937
Tb927.5.2820	Tb927_05_v5.1	948424	951516	-	3093	710
Tb927.5.2830	Tb927_05_v5.1	951958	952512	-	555	1823
Tb927.5.2840	Tb927_05_v5.1	952830	953246	-	417	2282
Tb927.5.2850	Tb927_05_v5.1	954147	955703	-	1557	2948
Tb927.5.2860	Tb927_05_v5.1	956661	957959	-	1299	1251
Tb927.5.2870	Tb927_05_v5.1	959902	961344	-	1443	222
Tb927.5.2880	Tb927_05_v5.1	962196	962762	-	567	2163
Tb927.5.2890	Tb927_05_v5.1;Tb927_05_v5.1	963583;963583	970074;970176	-;-	6594	1330
Tb927.5.2900	Tb927_05_v5.1	971002	972762	-	1761	623
Tb927.5.2910	Tb927_05_v5.1	980442	980981	+	540	3362
Tb927.5.2920	Tb927_05_v5.1	981216	982595	+	1380	1631
Tb927.5.2930	Tb927_05_v5.1	982813	983925	+	1113	4019
Tb927.5.2940	Tb927_05_v5.1	984246	985898	+	1653	2375
Tb927.5.2950	Tb927_05_v5.1	986426	988765	+	2340	819
Tb927.5.2960	Tb927_05_v5.1	989472	990632	+	1161	2196
Tb927.5.2970	Tb927_05_v5.1	991352	993844	+	2493	1443
Tb927.5.2980	Tb927_05_v5.1	994105	997350	+	3246	1137
Tb927.5.2990	Tb927_05_v5.1	998317	999081	+	765	1402
Tb927.5.3000	Tb927_05_v5.1	999830	1000876	+	1047	901
Tb927.5.3010	Tb927_05_v5.1	1001145	1002695	+	1551	1643
Tb927.5.3020	Tb927_05_v5.1	1003563	1004825	+	1263	4953
Tb927.5.3030	Tb927_05_v5.1	1005325	1009107	+	3783	756
Tb927.5.3040	Tb927_05_v5.1	1010560	1011156	+	597	1309
Tb927.5.3050	Tb927_05_v5.1	1012071	1013792	+	1722	2149
Tb927.5.3060	Tb927_05_v5.1	1014621	1015625	+	1005	2425
Tb927.5.3070	Tb927_05_v5.1	1016172	1017788	+	1617	2077
Tb927.5.3080	Tb927_05_v5.1	1018493	1019497	+	1005	2836
Tb927.5.3090	Tb927_05_v5.1	1019968	1020273	+	306	3221
Tb927.5.3100	Tb927_05_v5.1	1024424	1025188	-	765	1141
Tb927.5.3110	Tb927_05_v5.1	1025796	1026452	-	657	1532
Tb927.5.3120	Tb927_05_v5.1	1027433	1028374	-	942	4784
Tb927.5.3130	Tb927_05_v5.1	1031502	1032602	-	1101	110
Tb927.5.3140	Tb927_05_v5.1	1033545	1034195	-	651	3151
Tb927.5.3150	Tb927_05_v5.1	1035568	1040496	-	4929	983
Tb927.5.3160	Tb927_05_v5.1	1041865	1046139	-	4275	1696
Tb927.5.3170	Tb927_05_v5.1	1048044	1050005	-	1962	716
Tb927.5.3180	Tb927_05_v5.1	1051044	1051583	-	540	288
Tb927.5.3190	Tb927_05_v5.1	1051916	1052542	-	627	1642
Tb927.5.3200	Tb927_05_v5.1	1053062	1053841	-	780	1872
Tb927.5.3210	Tb927_05_v5.1	1055545	1055889	-	345	3072
Tb927.5.3220	Tb927_05_v5.1	1056944	1057570	-	627	2315
Tb927.5.3230	Tb927_05_v5.1	1058296	1064841	-	6546	1191
Tb927.5.3240	Tb927_05_v5.1	1065640	1068033	-	2394	1883
Tb927.5.3250	Tb927_05_v5.1;Tb927_05_v5.1	1069604;1069604	1069723;1074277	-;-	4674	950
Tb927.5.3260	Tb927_05_v5.1	1075589	1079788	-	4200	942
Tb927.5.3270	Tb927_05_v5.1	1080654	1083155	-	2502	1506
Tb927.5.3280	Tb927_05_v5.1	1083945	1087511	-	3567	2348
Tb927.5.3290	Tb927_05_v5.1	1090413	1093982	-	3570	205
Tb927.5.3300	Tb927_05_v5.1	1095351	1095998	-	648	1188
Tb927.5.3310	Tb927_05_v5.1	1096991	1098064	-	1074	1771
Tb927.5.3320	Tb927_05_v5.1	1099288	1103049	-	3762	545
Tb927.5.3330	Tb927_05_v5.1	1104407	1118485	-	14079	485
Tb927.5.3340	Tb927_05_v5.1	1119351	1119638	-	288	1011
Tb927.5.3350	Tb927_05_v5.1	1120795	1121511	-	717	2691
Tb927.5.3360	Tb927_05_v5.1	1122450	1123685	-	1236	2367
Tb927.5.3370	Tb927_05_v5.1	1124323	1126023	-	1701	3038
Tb927.5.3380	Tb927_05_v5.1	1126956	1128776	-	1821	1818
Tb927.5.3390	Tb927_05_v5.1	1129185	1129541	-	357	2276
Tb927.5.3400	Tb927_05_v5.1	1131299	1134334	-	3036	1171
Tb927.5.3410	Tb927_05_v5.1	1134803	1135594	-	792	1678
Tb927.5.3420	Tb927_05_v5.1	1136432	1138018	-	1587	1886
Tb927.5.3430	Tb927_05_v5.1	1138857	1141247	-	2391	1951
Tb927.5.3440	Tb927_05_v5.1	1142046	1143191	-	1146	955
Tb927.5.3450	Tb927_05_v5.1	1143621	1145204	-	1584	3225
Tb927.5.3460	Tb927_05_v5.1	1145800	1147413	-	1614	1453
Tb927.5.3470	Tb927_05_v5.1	1147860	1149128	-	1269	2003
Tb927.5.3480	Tb927_05_v5.1	1149759	1151429	-	1671	899
Tb927.5.3490	Tb927_05_v5.1	1151724	1152638	-	915	1112
Tb927.5.3500	Tb927_05_v5.1	1153911	1155671	-	1761	918
Tb927.5.3510	Tb927_05_v5.1	1159531	1163130	+	3600	1658
Tb927.5.3520	Tb927_05_v5.1	1165227	1166234	+	1008	1964
Tb927.5.3530	Tb927_05_v5.1	1166404	1167198	+	795	493
Tb927.5.3540	Tb927_05_v5.1	1169122	1172145	+	3024	1587
Tb927.5.3550	Tb927_05_v5.1	1172666	1173940	+	1275	2940
Tb927.5.3560	Tb927_05_v5.1	1174257	1174907	+	651	670
Tb927.5.3570	Tb927_05_v5.1	1176645	1177466	+	822	2090
Tb927.5.3580	Tb927_05_v5.1	1178720	1179277	+	558	492
Tb927.5.3590	Tb927_05_v5.1	1179839	1181665	+	1827	1527
Tb927.5.3600	Tb927_05_v5.1;Tb927_05_v5.1	1182288;1182672	1185134;1185134	+;+	2847	1183
Tb927.5.3610	Tb927_05_v5.1	1185761	1189144	+	3384	972
Tb927.5.3620	Tb927_05_v5.1	1190493	1191830	+	1338	28
Tb927.5.3630	Tb927_05_v5.1	1198546	1199781	+	1236	1911
Tb927.5.3640	Tb927_05_v5.1	1200956	1201768	+	813	694
Tb927.5.3650	Tb927_05_v5.1	1202328	1204742	+	2415	2178
Tb927.5.3660	Tb927_05_v5.1	1205364	1206854	+	1491	1013
Tb927.5.3670	Tb927_05_v5.1	1207847	1211575	+	3729	962
